bio,date,device,followers,following,location,query_type,screen_name,tweet
b'Politico\xe2\x80\xa6Progressive\xe2\x80\xa6Bartender\xe2\x80\xa6Snarky\xe2\x80\xa6Idealist\xe2\x80\xa6Wonk\xe2\x80\xa6Writer\xe2\x80\xa6Ravenclaw\xe2\x80\xa6Scientist\xe2\x80\xa6Musician\xe2\x80\xa6DIYer\xe2\x80\xa6Hacker\xe2\x80\xa6ChiSox\xe2\x9a\xbe\xef\xb8\x8f\xe2\x80\xa6Breaker..Social-\xe2\x88\x86er\xe2\x80\xa6DSA\xe2\x80\xa6YIMBY\xe2\x80\xa6He/Him\xe2\x80\xa6WARREN2020',Mon Feb 17 23:28:15 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",808.0,1076.0,"San Francisco, CA",Warren,b'JRROwens',"b'2/\xe2\x80\x94\nLet\xe2\x80\x99s start at the very beginning (for me)\n\nthis article by @mattyglesias @voxdotcom is what sealed the deal for me.\n\nI was researching all the candidates in January 2019, &amp; officially made up my mind for Warren on or about January 25th after this.\n\nhttps://t.co/8pRVCSJG9M'"
"b'#TheMighty200-19, #QAnon, #Trump2020, #MAGA2020, #BuildtheWall, God loving, pro-life, NRA member, married, No DM please'",Sun Feb 16 03:55:32 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3485.0,3458.0,"Spanish Springs, NV",Klobuchar,b'mary834041061',b'Idiotic woman. Pandering to illegals. My ancestors came from non English speaking countries. They had to learn English. All should. \nFlip-Flop: Amy Klobuchar Says English Should Not Be Official Language of U.S. https://t.co/m0ivGiBycX via @BreitbartNews'
b'New Yorkers that want to protect the constitution.',Mon Feb 17 23:16:04 +0000 2020,"<a href=""https://ctrlq.org"" rel=""nofollow"">newyorker's first app</a>",268.0,178.0,"New York, USA",Biden,b'newyorker_2016',"b""Biden forgets he's actually in Nevada, not California https://t.co/itjTHrfroS"""
b'Hack your algorithm.',Mon Feb 17 23:43:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4.0,122.0,Formerly UK,Bloomberg,b'EhmAyWithE',"b'@Vispsanius @DLNHLGSN @PpollingNumbers @JordanUhl @DataProgress It doesn\xe2\x80\x99t work like that, and the \xe2\x80\x98moderates\xe2\x80\x99 that will drop out would take delegates in the early states to leave who? \n\nBloomberg, a Republican billionaire with a shockingly racist and sexist past, trying to buy a Democratic nominee.\n\nOnly way Bernie loses is if they steal it.'"
b'Queer and proud voice of dissent!',Mon Feb 17 22:50:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",38.0,595.0,Main Street USA,Warren,b'BearCadet',"b""Listen up - \n\nBernie and Warren are going to decimate Bloomberg at the debate. They're going to bring up indefensible atrocities in his record, over and over.\n\nYou'll have to pick a side: working people, or billionaires.\n\nIf you side with Bloomberg, you. are. doing. it. WRONG."""
b'Bewitched by the amazing Chris Colfer. #PeteforAmerica2020',Mon Feb 17 18:39:13 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",388.0,483.0,"Share love, not hate",Buttigieg,b'abcxyzinTX',"b'.@PeteButtigieg is asked what he\'d do if Trump calls election a hoax and refuses to leave the White House if Buttigieg wins.\n\n""I guess if he\xe2\x80\x99s willing to do chores we can work something out,\'\' he says.'"
"b'FBR Deadhead,Bruce fan,Yanks and Pats fan,guitar player LGBT supporter Navy Vet followed by Tea Pain. Fuck Trump, Fuck the GOP'",Mon Feb 17 23:43:02 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",21214.0,21530.0,"Cranston, RI",Klobuchar,b'DeadheadRI',"b'I like Klobuchar, she\xe2\x80\x99s smart has  good debate skills and I would love to see a woman as President. I was a HRC supporter and volunteered. \nI know Amy would trash tRump on the debate stage. But she needs help with African Americans and Latinos without their support she can\xe2\x80\x99t win https://t.co/R3cELf9Ujg'"
b'Victory for the righteous is judgment for the wicked. God before all. Forgive others as God has forgiven us. Repent. Pray that civil unrest diminishes.',Mon Feb 17 18:32:12 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",291.0,491.0,,Sanders,b'ShadowbannedRep',"b'All 53 Republicans, 10 Dems &amp; Independent Angus King supported the amendment introduced by Sen. Ted Cruz. It expressly praised @POTUS @realDonaldTrump, who ordered the strike that took out the terrorist leader of the Islamic Revolutionary Guard Corps https://t.co/PCaIhLOcCz'"
b'MAGA KAG Stop The Bias Support the NRA support president Trump all the way. BUILD the WALL',Mon Feb 17 21:44:07 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",19113.0,16546.0,,Bloomberg,b'sandyriccobono',b'Jackie Mason on Gun-Control Bloomberg: He Has 12 Bodyguards! https://t.co/lMPJhXkQwt'
b'Magical guinea pig. He/him.',Mon Feb 17 22:31:07 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1229.0,828.0,"Los Angeles, CA",Warren,b'andrewgutin',"b""It's disturbing to me that if Warren doesn't get the nomination it will be because folks *thought* she couldn't get it, and voted for someone else.\n\nIt's as if folks actually believe we can't be less racist and sexist as a country, so we're just going to stick with what we know."""
b'#CuseTwitterArmy #CuseFamily #NotMeUs #Bernie2020',Mon Feb 17 23:26:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1381.0,3026.0,"Falls Church, VA",Buttigieg,b'orange_in_VA',"b'So #Bloomberg, #Hillary, #Buttigieg, and others are systematically using a tiny minority of online trolls to tarnish #Bernie\'s campaign and paint his diverse coalition as ""bros.""\n\nTHAT in itself is ugly politics, because ALL candidates have venomous trolls, not just Sanders.'"
"b'Father, Husband, USMC Veteran \xf0\x9f\x87\xba\xf0\x9f\x87\xb8, politically independent.  Knicks, Yankees, Giants, NYCFC fan. I retweet a lot. #Bernie2020'",Mon Feb 17 22:58:54 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",858.0,2819.0,"Queens, NY",Klobuchar,b'taznum8',"b'What a shocker! Amy doesn\'t have a problem with Bloomberg? Of course not. Amy is Bloomberg. ""Amy Klobuchar says she\'d support Bloomberg for president and he ""should be on"" the debate stage"" https://t.co/oQ1AzndzgU'"
b'',Fri Feb 14 20:14:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",197.0,417.0,,Sanders,b'Crosby2323T',b'Sued For Racist Practices?\nTrump - YES\nBloomberg - YES\nSanders - NO\n\nSued For Sexual Harassment?\nTrump - YES\nBloomy - YES\nSanders - NO\n\nRegistered Republican in the 2000s?\nTrump - YES\nBloomy - YES\nSanders - NO\n\nIn Favor of $15 Minimum Wage?\nTrump - NO\nBloomy - NO\nSanders - YES'
"b'Reasonable planning, sensible tomorrow'",Mon Feb 17 19:52:26 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3.0,53.0,Burkina Faso,Biden,b'jack_p1723',"b'Interviewing people in Watts and Compton, Calif. Bernie has a ton of support in the black and Latino communities here. Biden has not been mentioned.'"
"b'Father, believe duty well performed, honor in all things, God, and country above self. Die-hard LSU Tiger fan. #Veteran'",Mon Feb 17 22:40:43 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4664.0,5031.0,Florida,Bloomberg,b'AhearnTim',"b""Bloomberg says many 'black and Latino males' don't 'know how to find jobs,\xe2\x80\x99 &amp; \xe2\x80\x98don\xe2\x80\x99t know how to behave in the workplace,' in newly uncovered 2011 video\n\n https://t.co/OkdvQPgbPa"""
"b'I am become def, destroyer of words.'",Mon Feb 17 22:42:34 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",218.0,87.0,,Buttigieg,b'the_gwalla',"b'I am terrible at political predictions LIKE EVERYONE ELSE but what the hell, here\xe2\x80\x99s what I see coming:\n\n*Bloomberg-Buttigieg 2020*'"
"b'Opinions mine.  Disagree? -post links. #Prolife, #NoClimateScam, #Christian, #Conservative,  #CharacterNotColor, \xf0\x9f\x9a\xabDMs, \xf0\x9f\x9a\xabLonely\xe2\x9d\xa4\xef\xb8\x8fs'",Mon Feb 17 18:14:05 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5627.0,5650.0,,Klobuchar,b'dbnicholls1',"b""Democrats refused to say if they'd take out a brutal terrorist who killed at least 603 Americans. Now they won't even praise our brave servicemembers \n\nKlobuchar &amp; Warren voted AGAINST a resolution commending our troops for killing Soleimani. Sanders didn't even bother voting https://t.co/OVpFDBs5ho"""
"b'theatre,film and TV actress whose hobby interests are ancient world civilizations, archaeology, Marie Antoinette; cat-lover; vegetarian; reader; love my Mac.'",Mon Feb 17 14:17:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2825.0,876.0,New York,Klobuchar,b'hekasia',"b'I remember a week ago at a NH forum, when Bernie supporters booed Amy Klobuchar up on stage. \n\nHer response? She smiled, waved, and said \xe2\x80\x9chi Bernie people.\xe2\x80\x9d\n\nThis is leadership. This is the candidate who can unite our party and heal our country. She is the one for this time.'"
b'Retired Cad/Cam Engineering firm owner',Mon Feb 17 01:07:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",328.0,987.0,"Kawartha Lakes, Ontario",Buttigieg,b'2cansan',b'#BREAKING:\n\nButtigieg campaign under fire after falsely claiming Frederick Douglass endorsement https://t.co/ZcF9AX0cK2'
"b'Amateur Photographer, Animal Lover and Little bit nerdy.I swear autocorrect hates me,and I surely hate it\xf0\x9f\x98\x8a\xf0\x9f\x8c\xb9\xe2\x98\xad'",Mon Feb 17 06:09:39 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2822.0,2299.0,Kolkata,Klobuchar,b'ShreoshiB',b'#National YouGov/@YahooNews  Head-2-Head Poll\nAmong Hispanics:\n\nSanders 69% (+56)\nKlobuchar 13%\n\nSanders 64% (+35)\nButtigieg 29%\n\nSanders 61% (+31)\nBloomberg 30%\n\nSanders 59% (+25)\nWarren 34%\n\nSanders 60% (+22)\nBiden 38%'
"b""New account because BernieBros locked my other one. I'm supporting Bloomberg because Berners hate him\n#StillWithHer #Bloomberg2020 #NeverBernie""",Tue Feb 18 00:01:22 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.0,44.0,,Sanders,b'WomenRPplToo',b'@magi_jay Disgusting that you would give these people advice. Bernie CANNOT win and i will NOT vote for him if he gets the nomination. \nStopping Sanders is priority 1 and then we stop Trump. Sanders is dangerous.'
"b'Known Unknowns explores unexplainable mysteries. Ghosts, cryptids, conspiracies, and anything else that lies outside the realm of the explainable.'",Mon Feb 17 22:57:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",134.0,199.0,"Chicago, IL",Bloomberg,b'UnknownsPod',"b""Something that I haven't seen talked about enough is whether Bloomberg killed Epstein to tie up loose ends before his presidential run."""
b'#replygirlsforbernie #solidarityforever',Tue Feb 18 00:01:24 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",18.0,129.0,"New York, NY",Warren,b'tripdick3',"b'Maybe the thing that can actually unite the center and the left is hatred for Bloomberg. He makes choosing between Bernie/warren/Pete/Biden look silly compared. (It\xe2\x80\x99s not, but holy fuck does Bloomberg suck)'"
"b""Time travelling VCR repairman....once set the last Habsburg Monarch's timer so he could record Top of the Pops....he didn't tip. \xf0\x9f\x93\xbc\xf0\x9f\x95\xb0\xef\xb8\x8f""",Tue Feb 18 00:01:24 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1633.0,2189.0,,Sanders,b'ErnestMalley',b'I admit to being a part of the Bernie Sanders campaign and tweeting accurate criticisms of Michael Bloomberg. \n\nGuilty as charged. \n\n#thetweetsaregood\n#BernieBeatsTrump \n#BernieStandsWithUS https://t.co/jQYw5YUzFv'
b'#IStandWithTrump #MAGA #KAG #TrumpLandSlide2020 #OHIO #USA PROUDLY FOLLOWED BY \xf0\x9f\x87\xba\xf0\x9f\x87\xb8WENDY\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 @PINKK9LOVER \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',Tue Feb 18 00:14:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",58424.0,48619.0,"Ohio, USA",Biden,b'ROCKONOHIO',"b""\xf0\x9f\x9a\xa8PLEASE FOLLOW @RudyGiuliani  SUPPORT THIS INCREDIBLE PATRIOT'S WORK/ EFFORT DEFENDING OUR PRESIDENT &amp; EXPOSING THE BIDEN FAMILY CRIMES!\nHis Common Sense podcast discusses the Biden Family crimes while Joe was VP.\n RUDY GIULIANI COMMON SENSE at https://t.co/Gq9SDxWKWh subscribe https://t.co/d5cZt86cdF"""
"b'Not PC! \nMy tweets are here to inform, entertain, and express how I feel! \nThere are only two genders. \n#Trump2020 #KeepAmericaGreat #MAGA #TwoGenders'",Mon Feb 17 23:59:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3349.0,4980.0,"Princeton, WV",Bloomberg,b'Skinner147',"b'One final note for the night: Attacking Bernie\xe2\x80\x99s supporters is going to backfire just like attacking Trump\xe2\x80\x99s did. Bloomberg is attacking a mass working class movement, multi racial, multi generational, as\xe2\x80\x94aha\xe2\x80\x94deplorables! Brilliant move'"
"b'Truck Driver, Philosopher, Fool.\n#VoteBlueNoMatterWho #VoteBlue2020'",Mon Feb 17 20:53:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3371.0,2753.0,"Chino, CA",Warren,b'John_the_L',"b""If progressives still want #PresidentWarren to happen, they need to convince people to switch from Bernie to Warren while there's still time.\n\nIf Bernie weren't taking up progressive space, Warren would be the frontrunner. She'd beat Trump. And she'd be a great president."""
"b'On Twitter with my nose firmly clothespinned, because there are people I must follow. \nStruggling student and long-unemployed teacher.'",Mon Feb 17 14:24:32 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",99.0,600.0,"New York, NY",Buttigieg,b'TheGreenAnd',"b""@yaleforbernie Hi I'm Pete Buttigieg, Klobuchar, Biden, Bloomberg. \n\nWhat about FREEDOM though? \n\nWhat about the freedom to not save 458 Billion annually?\n\nI believe in freeing 68,000 people from their lives every year.\n\nThat's real freedom...."""
b'The illegitimate president has exploited a great divide that still exists. I am a white man who served his country.  Trump cares for no one but himself. #FBR \xf0\x9f\x8c\x8a',Mon Feb 17 21:00:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2579.0,2926.0,"Las Vegas, NV",Biden,b'EmbarrassedAme4',"b'Joe Biden said at an African-American church in North Las Vegas that today\'s racists ""are wearing fine suits, and they\'re living in the White House."" https://t.co/ts8uBs7K17 https://t.co/rWTO5a0caF'"
b'',Tue Feb 18 00:14:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",54.0,81.0,Panet 3arth,Bloomberg,b'n3xtunes',b'Nothing remotely like what Mike Bloomberg is doing has ever been seen in US politics - nothing in the same universe. And the threat and danger it (and he) poses to US democracy is equally without comparison. \n\nIt\xe2\x80\x99s a menace beyond what words can describe: https://t.co/tmFzlpBKzr'
b'',Tue Feb 18 00:20:47 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",423.0,28.0,"Front Royal, VA",Warren,b'SkyHawksAthl',b'JV Girls Basketball Final \nSkyline 48\nWarren County 21\n\nThe girls finish their season with a perfect 22-0 record. Good job ladies and coaches.'
b'Retired.Treat everyone with respect. \xf0\x9f\x8c\xba\xf0\x9f\x8c\xba\xf0\x9f\x90\xb6\xf0\x9f\x90\xb6\xf0\x9f\x90\xb6\xf0\x9f\x8c\xb9\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',Tue Feb 18 00:02:57 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3480.0,5001.0,,Buttigieg,b'starrbasket',"b'Pete Buttigieg\xe2\x80\x99s ""Medicare For All Who Want It\xe2\x80\x9d is a farce that would ultimately destroy the health care plans that 180M Americans have.\n\nButtigieg has even admitted his goal is a total government takeover of health care.\n\nThat\'s an extreme agenda. Period.'"
"b'\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8USA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Life, Liberty, and God #MAGA'",Tue Feb 18 00:07:41 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",197.0,157.0,"Georgia, USA",Sanders,b'floridagal68',"b'At the end of the day the Democratic Party is the party of the establishment\n\nIt\xe2\x80\x99s the party that nominated a Hillary Clinton and that has embraced James Clapper and Bill Kristol\n\nIt will nominate Bloomberg, not Sanders\n\nBet'"
"b'#MAGA #KAG, Constitutionalist, #QAnon, #QPlus, Blue-Collar, \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Citizen, Filipino-American, #Cult45, From Darkness To Light-321st, NO DMs.!'",Sun Feb 16 18:17:28 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1077.0,1171.0,,Klobuchar,b'JMaga1968',b'Amy Klobuchar in Interview Calls President Trump and his Supporters the KKK https://t.co/1ySCeE4kir\n\nPlz support  .@realDonaldTrump 4 re-election &amp; LauraLoomerforCongress 2020\n\nPLEASE RETWEET'
"b'Countering disinfo & Trump. Countering the Russians, Nazis, Anarchists, and Communists. Malo periculosam, libertatem quam quietam servitutem. #2A'",Mon Feb 17 13:45:25 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",365.0,232.0,USA,Sanders,b'CounterTyranny',b'NEW PIECE: @paulkrugman &amp; @mehdirhasan are wrong. @BernieSanders isn\xe2\x80\x99t a European-style social democrat. And an objective assessment of his economic platform shows he\xe2\x80\x99s more radical than Corbyn\xe2\x80\x99s Labour. https://t.co/VqnTIPOTtT'
